edad;estado_civil;educacion;default;Blance_cuenta;Casa_propiedad;Prestamo;Dia_ultimo_contacto;Mes_ultimo_contacto;Duracion_ultimo_contacto;ID_campanna;Dias_campanna_ant;previous;Resultado_campanna_ant;Churn
34;casado;secundaria;0;393;1;0;18;may;222;4;355;1;fallido;1
59;divorciado;primaria;0;47;1;0;18;may;110;3;374;1;fallido;1
26;soltero;secundaria;0;-350;1;0;18;may;80;3;329;3;fallido;1
43;casado;secundaria;0;487;1;0;18;may;54;2;279;4;fallido;1
38;casado;primaria;0;5643;1;0;18;may;106;2;362;1;fallido;1
30;soltero;secundaria;0;8950;1;0;18;may;11;4;355;1;NA;1
45;casado;secundaria;0;14;0;1;18;may;8;9;353;5;fallido;1
30;soltero;secundaria;0;177;1;0;18;may;187;4;356;2;NA;1
34;casado;primaria;0;-1;1;0;18;may;1057;6;355;1;NA;0
36;soltero;primaria;0;90;1;0;18;may;50;2;360;1;fallido;1
48;casado;secundaria;0;5306;1;0;18;may;66;2;368;1;fallido;1
47;soltero;secundaria;0;57;1;0;18;may;72;3;369;4;fallido;1
29;soltero;secundaria;0;596;1;0;18;may;172;2;346;6;fallido;1
34;casado;secundaria;0;463;1;0;18;may;11;11;360;4;fallido;1
26;casado;primaria;0;172;1;0;18;may;410;3;354;3;fallido;1
34;casado;secundaria;0;118;1;0;18;may;53;4;262;2;fallido;1
33;soltero;secundaria;0;136;1;0;18;may;30;2;336;13;NA;1
28;casado;secundaria;0;38;1;0;18;may;16;5;355;3;NA;1
34;soltero;primaria;0;18;0;0;18;may;324;4;360;3;NA;1
39;casado;secundaria;0;6;1;0;18;may;122;3;357;4;fallido;1
24;soltero;secundaria;0;-398;1;0;18;may;14;3;355;4;NA;1
27;casado;Universidad;0;176;1;0;18;may;10;2;350;7;NA;1
32;divorciado;secundaria;1;5;1;1;18;may;82;3;363;2;NA;1
31;casado;primaria;0;-98;1;0;18;may;9;3;362;7;fallido;1
31;soltero;secundaria;0;-422;1;0;18;may;64;2;329;15;NA;1
32;casado;secundaria;0;580;1;0;18;may;8;4;279;2;NA;1
31;soltero;secundaria;0;500;1;0;18;may;184;2;350;2;fallido;1
28;soltero;Universidad;0;426;0;0;18;may;11;4;355;1;NA;1
27;soltero;secundaria;0;1842;1;1;18;may;687;2;300;1;fallido;1
40;casado;primaria;0;592;1;0;18;may;80;3;350;2;fallido;1
47;casado;secundaria;0;-121;1;1;18;may;167;4;314;4;fallido;1
49;soltero;secundaria;0;1150;1;0;18;may;126;2;355;1;fallido;1
40;casado;Universidad;0;198;1;0;18;may;214;5;364;8;fallido;1
26;soltero;secundaria;0;23;1;0;18;may;11;6;367;1;NA;1
24;soltero;secundaria;0;508;1;0;18;may;12;3;374;1;NA;1
46;casado;primaria;0;116;1;0;18;may;267;4;341;3;fallido;1
38;soltero;secundaria;0;-242;1;0;18;may;1173;3;278;6;positivo;0
29;casado;primaria;0;79;1;0;18;may;27;4;356;2;fallido;1
25;casado;secundaria;0;121;1;0;18;may;477;3;356;3;NA;1
35;soltero;secundaria;0;719;1;0;18;may;1359;3;368;3;fallido;0
38;casado;secundaria;0;976;1;0;18;may;32;8;308;3;positivo;1
29;soltero;Universidad;0;497;1;0;18;may;642;3;298;6;positivo;0
28;casado;secundaria;0;1113;1;0;22;may;135;1;108;2;NA;1
46;soltero;Universidad;0;6651;0;0;22;may;114;1;60;1;fallido;1
42;casado;secundaria;0;366;1;0;22;may;324;1;106;1;fallido;0
45;divorciado;secundaria;0;397;1;1;22;may;582;1;95;2;positivo;0
32;soltero;Universidad;0;1625;0;0;22;may;796;1;109;1;fallido;0
33;casado;Universidad;0;81;1;0;22;may;104;1;186;1;fallido;1
30;casado;Universidad;0;877;0;0;22;may;122;2;108;3;fallido;1
39;casado;secundaria;0;2266;0;0;22;may;86;1;93;4;positivo;1
43;soltero;NA;0;3274;1;0;22;may;680;1;95;1;fallido;1
37;casado;secundaria;0;1314;1;0;22;may;74;1;14;9;fallido;1
49;casado;Universidad;0;377;0;0;22;may;158;1;59;2;fallido;1
37;casado;secundaria;0;1543;1;0;22;may;298;1;10;6;fallido;0
28;soltero;secundaria;0;5916;0;0;22;may;259;1;63;5;fallido;1
39;soltero;Universidad;0;0;1;0;22;may;271;1;93;3;positivo;0
58;divorciado;primaria;0;720;0;0;22;may;250;1;94;4;positivo;1
58;divorciado;primaria;0;1194;1;0;22;may;807;1;310;1;NA;1
43;casado;secundaria;0;2145;0;0;22;may;271;1;183;3;fallido;0
39;casado;Universidad;0;622;0;0;22;may;181;2;184;1;fallido;1
54;casado;Universidad;0;511;0;0;22;may;264;2;94;3;fallido;1
26;soltero;secundaria;0;620;0;0;22;may;223;1;94;1;positivo;0
44;casado;secundaria;0;2981;1;1;22;may;106;1;101;2;fallido;1
43;divorciado;NA;0;7702;0;0;22;may;460;1;95;2;positivo;0
27;soltero;Universidad;0;3733;1;0;22;may;198;1;98;6;positivo;0
46;casado;secundaria;0;1381;1;0;22;may;115;3;379;1;fallido;1
36;soltero;Universidad;0;953;1;0;22;may;169;1;94;2;NA;1
42;casado;primaria;0;5310;1;0;22;may;545;2;186;1;positivo;0
28;soltero;secundaria;0;1532;0;0;22;may;253;1;107;5;fallido;1
36;casado;Universidad;0;255;0;0;22;may;970;2;92;2;NA;0
27;soltero;Universidad;0;616;1;0;22;may;685;1;101;1;NA;0
31;soltero;secundaria;0;554;1;0;25;may;97;3;103;2;fallido;1
43;soltero;secundaria;0;733;1;0;25;may;282;1;187;3;positivo;0
54;casado;primaria;0;258;0;0;25;may;86;1;88;1;fallido;1
32;casado;Universidad;0;8023;0;0;25;may;146;1;97;1;NA;1
33;soltero;secundaria;0;2583;0;0;25;may;241;1;108;1;fallido;1
60;divorciado;Universidad;0;439;0;1;25;may;464;1;321;1;fallido;0
35;casado;secundaria;0;514;1;0;25;may;56;1;185;1;NA;1
26;soltero;Universidad;0;5169;1;0;25;may;397;1;35;2;fallido;0
36;soltero;Universidad;0;1379;0;0;25;may;189;1;186;1;fallido;0
28;soltero;Universidad;0;0;1;0;25;may;269;1;40;2;fallido;0
56;casado;Universidad;0;281;0;0;25;may;185;1;83;2;positivo;1
30;soltero;secundaria;0;156;1;0;25;may;157;4;363;5;fallido;1
24;soltero;secundaria;0;167;0;1;25;may;288;1;96;2;positivo;0
38;casado;Universidad;0;93;1;0;25;may;74;1;272;4;fallido;1
30;casado;secundaria;0;1165;0;0;25;may;205;1;35;2;fallido;1
31;soltero;secundaria;0;8626;0;0;25;may;159;1;111;1;fallido;1
37;casado;Universidad;0;900;1;0;25;may;116;1;18;3;fallido;1
39;casado;Universidad;0;246;1;0;25;may;217;1;306;8;fallido;1
38;casado;secundaria;0;755;1;0;25;may;531;1;97;1;positivo;1
33;casado;secundaria;0;369;0;0;25;may;115;2;103;1;positivo;1
43;divorciado;secundaria;0;1612;0;0;25;may;262;2;353;1;NA;0
36;casado;Universidad;0;911;1;1;25;may;117;2;21;3;fallido;0
31;soltero;secundaria;0;863;1;0;25;may;166;3;111;6;fallido;1
29;casado;Universidad;0;238;0;0;25;may;344;2;88;1;fallido;0
54;casado;secundaria;0;1561;0;0;25;may;352;3;186;2;fallido;0
35;soltero;secundaria;0;27;1;0;25;may;214;1;305;1;NA;0
32;soltero;Universidad;0;705;1;0;25;may;414;2;35;4;fallido;0
27;soltero;Universidad;0;11862;0;0;25;may;281;5;101;1;positivo;1
33;soltero;Universidad;0;109;1;1;25;may;601;2;10;7;fallido;0
40;casado;primaria;0;-310;1;1;26;may;133;2;363;5;fallido;1
48;soltero;Universidad;0;5689;0;0;26;may;527;2;103;1;positivo;1
32;casado;Universidad;0;937;0;0;26;may;61;1;190;1;fallido;1
24;soltero;NA;0;1179;0;0;26;may;78;1;105;1;fallido;1
40;casado;secundaria;0;363;1;1;26;may;135;1;104;2;fallido;1
24;soltero;secundaria;0;23878;0;0;26;may;133;1;97;1;positivo;0
35;soltero;secundaria;0;142;1;0;26;may;293;2;19;3;fallido;1
42;casado;secundaria;0;1066;0;0;26;may;125;1;104;3;positivo;1
32;soltero;Universidad;0;2340;0;0;26;may;94;1;97;2;positivo;1
56;casado;secundaria;0;339;1;0;26;may;251;1;98;3;NA;1
30;soltero;Universidad;0;411;0;0;26;may;111;1;35;1;fallido;1
58;casado;secundaria;0;3399;0;0;26;may;1078;1;97;7;NA;0
36;casado;Universidad;0;753;0;0;26;may;71;5;40;4;fallido;1
31;soltero;secundaria;0;138;0;0;26;may;91;1;285;2;NA;0
31;soltero;Universidad;0;816;1;0;26;may;302;1;40;1;fallido;1
30;soltero;Universidad;0;938;0;0;26;may;172;2;105;1;NA;1
51;casado;primaria;0;1443;0;0;26;may;574;1;97;10;positivo;1
33;casado;Universidad;0;1778;0;0;26;may;134;1;103;1;positivo;1
34;soltero;Universidad;0;808;0;0;26;may;376;2;97;1;NA;1
35;casado;Universidad;0;8029;1;0;26;may;167;1;285;4;positivo;1
58;casado;secundaria;0;2714;0;0;26;may;165;1;287;2;fallido;0
60;divorciado;Universidad;0;4;1;0;26;may;400;3;358;2;fallido;1
35;soltero;secundaria;0;1693;1;0;26;may;58;1;105;1;positivo;1
30;casado;NA;0;385;0;0;26;may;56;2;97;2;NA;1
34;casado;Universidad;0;23076;0;0;26;may;243;2;35;6;NA;0
48;divorciado;Universidad;0;17964;1;0;26;may;208;2;96;3;NA;0
26;soltero;Universidad;0;2170;1;0;26;may;81;1;29;1;fallido;1
43;casado;Universidad;0;228;1;0;26;may;55;1;113;1;fallido;1
24;casado;NA;0;146;0;0;26;may;147;1;40;1;fallido;1
36;casado;secundaria;0;15485;0;0;26;may;83;1;42;1;positivo;1
31;casado;secundaria;0;180;0;0;26;may;222;1;70;2;positivo;1
52;casado;secundaria;0;195;1;0;26;may;145;1;98;2;fallido;1
43;divorciado;Universidad;0;36;0;0;26;may;118;1;102;2;fallido;1
28;soltero;Universidad;0;805;0;0;26;may;69;1;99;1;positivo;1
59;casado;Universidad;0;1831;0;0;26;may;245;2;98;2;fallido;1
57;casado;Universidad;0;350;0;0;26;may;132;6;112;3;fallido;1
34;casado;Universidad;0;0;0;0;26;may;141;1;188;1;fallido;1
32;casado;Universidad;0;4089;0;0;26;may;114;7;287;3;fallido;1
34;soltero;Universidad;0;0;1;1;26;may;197;2;98;1;NA;1
29;casado;secundaria;0;1135;1;0;26;may;407;2;98;1;positivo;1
36;soltero;Universidad;0;635;0;0;26;may;80;1;102;1;fallido;1
36;soltero;secundaria;0;144;0;0;26;may;87;1;308;2;fallido;1
28;soltero;secundaria;0;6551;0;0;26;may;362;1;77;1;fallido;1
60;casado;Universidad;0;3461;0;0;26;may;94;2;112;2;fallido;1
60;casado;Universidad;0;1574;0;0;26;may;189;2;349;1;fallido;1
32;soltero;Universidad;0;312;0;0;26;may;208;2;98;2;positivo;0
47;soltero;secundaria;0;17023;0;0;26;may;379;2;97;4;NA;1
29;soltero;Universidad;0;15459;0;0;26;may;245;3;97;7;positivo;1
47;divorciado;secundaria;0;2232;0;0;27;may;439;1;103;1;positivo;0
37;casado;secundaria;0;1967;0;0;27;may;242;1;212;1;positivo;0
26;soltero;Universidad;0;155;1;0;27;may;74;4;43;5;NA;1
51;casado;NA;0;2337;1;0;27;may;133;2;41;5;positivo;1
26;soltero;secundaria;0;2509;0;0;27;may;776;3;97;3;positivo;0
30;soltero;secundaria;0;1027;1;0;27;may;136;2;114;1;positivo;1
37;casado;secundaria;0;7;1;0;27;may;224;7;105;1;NA;1
60;divorciado;secundaria;0;2063;0;0;27;may;95;1;99;2;fallido;1
32;casado;secundaria;0;10287;1;0;27;may;281;4;188;1;fallido;0
30;soltero;Universidad;0;5359;0;0;27;may;119;1;98;1;positivo;0
35;casado;secundaria;0;1368;0;0;27;may;329;1;41;2;NA;0
43;casado;Universidad;0;1336;1;1;27;may;82;2;309;1;fallido;1
38;soltero;secundaria;0;2442;0;0;27;may;161;1;100;3;positivo;1
21;soltero;secundaria;0;2265;0;0;27;may;156;4;99;2;positivo;1
25;soltero;Universidad;0;760;1;0;27;may;223;3;89;2;fallido;0
55;divorciado;secundaria;0;1872;0;0;27;may;76;3;103;5;positivo;1
28;casado;Universidad;0;1109;1;0;27;may;89;4;310;5;fallido;1
30;soltero;Universidad;0;48;0;0;27;may;144;2;187;1;fallido;1
52;casado;secundaria;0;196;1;1;27;may;99;2;99;1;positivo;1
43;casado;secundaria;0;132;0;0;27;may;187;2;71;1;positivo;0
26;soltero;Universidad;0;2506;0;0;28;may;210;2;100;1;positivo;1
58;casado;secundaria;0;3382;0;1;28;may;294;2;309;2;fallido;1
36;casado;secundaria;0;953;1;0;28;may;77;1;100;1;fallido;1
25;soltero;secundaria;0;7103;1;0;28;may;188;3;10;1;fallido;0
37;casado;Universidad;0;23;1;0;28;may;71;1;90;1;NA;1
55;casado;secundaria;0;602;0;0;1;jun;324;3;90;2;positivo;0
55;casado;secundaria;0;511;1;0;1;jun;108;1;94;2;NA;1
26;soltero;Universidad;0;1274;1;0;1;jun;190;1;84;1;fallido;1
49;casado;Universidad;0;1808;1;0;1;jun;205;1;95;1;positivo;0
41;divorciado;Universidad;0;2611;1;0;1;jun;129;1;314;2;fallido;1
60;casado;secundaria;0;1740;0;0;1;jun;814;1;80;2;positivo;1
46;divorciado;Universidad;0;4629;0;0;1;jun;67;1;41;1;fallido;1
45;casado;Universidad;0;2552;0;0;1;jun;69;1;293;7;fallido;0
25;soltero;secundaria;0;1116;1;0;1;jun;119;1;20;5;fallido;1
34;soltero;secundaria;0;528;0;0;1;jun;165;1;124;1;NA;1
58;casado;Universidad;0;2764;0;0;1;jun;459;1;196;1;fallido;1
42;casado;secundaria;0;707;0;0;1;jun;233;1;348;1;positivo;1
47;casado;secundaria;0;293;0;0;1;jun;251;1;90;1;positivo;0
55;casado;secundaria;0;0;1;1;1;jun;106;1;91;1;positivo;1
52;casado;secundaria;0;0;1;0;1;jun;144;1;83;1;fallido;1
37;casado;Universidad;0;1352;0;0;1;jun;93;1;347;1;positivo;1
60;casado;Universidad;0;261;1;1;1;jun;128;1;192;1;fallido;1
57;casado;Universidad;0;1292;0;0;1;jun;151;1;69;1;fallido;1
35;soltero;Universidad;0;671;1;0;1;jun;128;1;83;1;positivo;1
49;soltero;Universidad;0;493;0;0;1;jun;161;1;39;1;fallido;1
54;divorciado;secundaria;0;0;0;0;1;jun;174;1;81;2;positivo;0
53;casado;secundaria;0;2851;0;1;1;jun;89;1;119;1;fallido;1
43;divorciado;Universidad;0;2367;0;0;1;jun;114;1;38;2;NA;0
42;divorciado;Universidad;0;0;0;0;1;jun;450;1;196;1;fallido;1
46;divorciado;secundaria;0;2087;0;0;1;jun;111;1;119;4;NA;1
27;soltero;Universidad;0;1840;0;0;1;jun;220;1;28;8;NA;0
44;divorciado;Universidad;0;7541;1;0;1;jun;55;2;82;1;NA;1
36;casado;Universidad;0;202;0;0;1;jun;206;1;192;1;fallido;1
47;casado;Universidad;0;2351;0;0;2;jun;163;2;84;1;positivo;0
29;soltero;Universidad;0;92;0;0;2;jun;101;1;92;5;positivo;1
34;divorciado;Universidad;0;2466;0;0;2;jun;143;1;281;5;NA;1
32;soltero;secundaria;0;6981;1;0;2;jun;154;1;194;3;fallido;1
36;soltero;Universidad;0;688;0;0;2;jun;126;1;120;1;fallido;1
53;casado;NA;0;2240;1;0;2;jun;282;2;385;1;positivo;0
48;casado;secundaria;0;238;1;1;2;jun;118;2;81;1;positivo;1
26;soltero;Universidad;0;313;0;1;2;jun;199;1;96;2;positivo;0
45;casado;Universidad;0;1788;0;0;2;jun;177;2;301;2;fallido;1
40;casado;secundaria;0;0;1;0;2;jun;297;1;28;3;fallido;1
47;casado;Universidad;0;1147;0;0;2;jun;654;1;95;1;fallido;0
41;casado;secundaria;0;280;1;0;2;jun;88;1;95;2;positivo;1
34;casado;Universidad;0;2427;0;0;2;jun;50;2;120;1;NA;1
38;casado;Universidad;0;1988;0;0;2;jun;103;1;67;4;positivo;0
38;casado;secundaria;0;1931;0;0;2;jun;167;1;298;10;NA;1
49;divorciado;Universidad;0;1807;1;0;2;jun;225;1;82;1;positivo;1
39;soltero;secundaria;0;782;1;0;2;jun;162;2;28;15;fallido;1
56;divorciado;secundaria;0;935;0;0;2;jun;136;1;96;3;fallido;1
42;casado;secundaria;0;1376;1;0;2;jun;271;2;92;4;positivo;0
45;casado;Universidad;0;273;1;0;2;jun;163;1;95;2;fallido;1
49;casado;Universidad;0;523;1;0;2;jun;712;1;60;3;fallido;0
27;soltero;Universidad;0;15161;0;0;2;jun;74;1;120;1;positivo;0
60;casado;primaria;0;1906;0;0;2;jun;79;1;60;2;NA;1
38;casado;secundaria;0;5115;1;0;2;jun;318;1;95;7;positivo;0
49;casado;secundaria;0;7019;1;0;2;jun;263;1;368;3;fallido;0
26;soltero;secundaria;0;96;0;0;2;jun;696;1;27;2;fallido;1
32;casado;secundaria;0;625;1;0;2;jun;352;1;56;2;fallido;1
34;soltero;secundaria;0;4447;1;0;2;jun;159;1;84;2;fallido;1
32;divorciado;Universidad;0;530;1;0;2;jun;118;1;60;1;fallido;1
46;casado;secundaria;0;1568;1;0;2;jun;310;1;55;6;NA;0
45;divorciado;Universidad;0;10768;1;0;2;jun;147;3;78;2;fallido;1
28;soltero;Universidad;0;4987;0;0;2;jun;924;2;113;21;positivo;0
35;casado;Universidad;0;5367;0;0;2;jun;80;1;92;1;fallido;1
49;casado;Universidad;0;5887;0;0;2;jun;181;3;293;2;fallido;0
34;casado;Universidad;0;21;0;1;2;jun;269;1;92;2;fallido;1
35;divorciado;secundaria;0;2823;1;0;2;jun;102;4;96;2;fallido;1
54;casado;Universidad;0;446;0;0;2;jun;122;2;91;8;fallido;1
29;casado;secundaria;0;23;1;0;2;jun;163;1;55;2;fallido;0
34;casado;secundaria;0;978;0;0;3;jun;262;2;71;1;positivo;0
32;casado;secundaria;0;409;0;0;3;jun;115;2;86;2;positivo;0
42;casado;secundaria;0;2913;0;0;3;jun;705;1;195;1;fallido;0
41;casado;secundaria;0;140;1;0;3;jun;96;1;125;2;fallido;1
39;casado;Universidad;0;794;0;0;3;jun;116;2;121;1;fallido;1
29;soltero;Universidad;0;637;1;0;3;jun;340;1;119;1;fallido;0
26;soltero;secundaria;0;1231;1;0;3;jun;385;2;96;5;positivo;0
33;soltero;Universidad;0;1268;1;0;3;jun;2219;1;28;2;fallido;1
45;casado;secundaria;0;406;1;0;3;jun;240;1;307;10;NA;1
32;casado;Universidad;0;3154;0;0;3;jun;126;1;44;4;fallido;1
34;casado;Universidad;0;1047;0;0;3;jun;342;1;90;7;NA;1
38;casado;secundaria;0;1442;1;0;3;jun;113;1;119;1;fallido;1
50;casado;secundaria;0;268;0;0;3;jun;74;2;90;2;fallido;1
46;soltero;secundaria;0;4367;1;0;3;jun;65;1;96;1;fallido;1
28;soltero;Universidad;0;3623;0;0;3;jun;138;2;85;1;positivo;1
58;casado;Universidad;0;2261;1;0;3;jun;1361;1;391;1;fallido;1
37;casado;secundaria;0;6384;1;1;3;jun;254;1;96;2;fallido;1
42;casado;Universidad;0;576;0;0;3;jun;447;2;96;1;positivo;0
44;casado;Universidad;0;423;0;0;3;jun;136;6;83;5;positivo;1
26;soltero;Universidad;0;2786;0;0;3;jun;300;2;72;1;positivo;0
39;casado;Universidad;0;201;0;0;3;jun;699;1;119;1;fallido;0
40;casado;secundaria;0;694;1;0;3;jun;431;2;119;9;fallido;0
56;casado;primaria;0;1947;0;0;3;jun;124;1;34;2;fallido;1
41;divorciado;secundaria;0;1076;1;0;3;jun;77;2;391;2;NA;1
58;casado;primaria;0;0;0;0;3;jun;334;3;79;3;NA;1
43;casado;primaria;0;3917;0;0;3;jun;725;2;93;1;positivo;0
32;casado;secundaria;0;889;1;0;3;jun;1076;2;85;3;NA;0
33;soltero;secundaria;0;781;1;0;3;jun;266;1;27;1;fallido;1
38;casado;Universidad;0;7255;1;0;3;jun;78;2;44;2;fallido;1
43;divorciado;Universidad;0;481;1;0;3;jun;187;1;20;1;NA;0
34;casado;secundaria;0;114;1;1;4;jun;153;1;309;3;NA;1
35;casado;secundaria;0;52;1;0;4;jun;328;2;94;4;positivo;0
42;casado;Universidad;0;2665;1;0;4;jun;280;2;126;11;fallido;0
37;soltero;secundaria;0;1045;0;0;4;jun;106;1;79;3;positivo;1
33;soltero;Universidad;0;506;0;0;4;jun;176;1;91;2;positivo;1
33;soltero;Universidad;0;154;0;0;4;jun;111;2;78;2;fallido;1
41;casado;secundaria;0;0;1;1;4;jun;352;2;122;2;fallido;0
33;soltero;Universidad;0;317;1;0;4;jun;323;1;80;14;NA;0
32;casado;Universidad;0;4945;0;0;4;jun;160;1;119;2;NA;0
26;casado;secundaria;0;523;0;0;4;jun;221;1;126;1;fallido;1
43;casado;Universidad;0;2987;0;0;4;jun;156;1;85;3;fallido;0
38;soltero;secundaria;0;1130;0;0;4;jun;96;2;98;1;positivo;0
38;divorciado;secundaria;0;1190;1;0;4;jun;81;2;391;3;fallido;0
41;divorciado;Universidad;0;3426;0;0;4;jun;102;2;297;3;fallido;0
31;casado;secundaria;0;447;0;0;4;jun;327;3;77;3;positivo;0
35;casado;secundaria;0;563;0;1;4;jun;147;1;119;3;fallido;0
37;casado;Universidad;0;549;0;0;4;jun;217;2;94;1;positivo;1
38;casado;Universidad;0;1988;1;0;4;jun;422;1;79;4;NA;1
31;soltero;Universidad;0;617;0;0;4;jun;1161;1;97;2;positivo;0
34;casado;secundaria;0;2918;0;1;4;jun;246;1;196;2;positivo;0
34;soltero;secundaria;0;303;0;0;4;jun;282;3;126;3;fallido;0
30;casado;secundaria;0;779;1;0;4;jun;156;2;17;3;NA;1
29;soltero;Universidad;0;261;0;0;4;jun;66;1;79;19;fallido;1
27;soltero;secundaria;0;827;1;0;4;jun;73;1;107;1;fallido;1
40;soltero;secundaria;0;985;1;0;4;jun;592;3;50;8;fallido;0
46;casado;secundaria;0;974;0;0;5;jun;174;2;80;1;positivo;0
28;soltero;secundaria;0;171;0;0;5;jun;324;1;87;1;positivo;0
35;divorciado;secundaria;0;1085;0;0;5;jun;199;1;86;7;positivo;0
34;soltero;Universidad;0;88;0;0;5;jun;206;1;99;1;fallido;1
25;soltero;Universidad;0;42;1;0;5;jun;149;1;94;1;positivo;0
24;soltero;Universidad;0;1004;1;0;5;jun;133;1;67;2;fallido;1
34;soltero;secundaria;0;215;0;0;5;jun;329;1;94;3;positivo;1
55;casado;NA;0;366;0;0;5;jun;365;3;57;2;NA;0
38;casado;Universidad;0;1187;1;1;5;jun;76;2;123;1;fallido;1
21;soltero;secundaria;0;361;0;0;5;jun;329;1;95;1;NA;1
31;soltero;Universidad;0;924;0;0;5;jun;207;2;98;1;positivo;0
35;casado;Universidad;0;697;0;0;5;jun;57;2;304;1;fallido;1
29;soltero;secundaria;0;5763;0;1;5;jun;271;2;92;2;positivo;1
55;divorciado;Universidad;0;9756;1;0;5;jun;103;2;95;1;NA;0
57;casado;Universidad;0;256;0;0;5;jun;304;2;91;1;positivo;0
22;soltero;secundaria;0;682;0;0;5;jun;126;2;91;1;positivo;0
37;soltero;Universidad;0;0;0;0;8;jun;257;2;97;1;positivo;0
50;casado;secundaria;0;388;0;0;8;jun;152;2;89;2;positivo;1
46;casado;secundaria;0;3434;0;1;8;jun;148;2;101;1;positivo;0
38;casado;Universidad;0;1354;1;0;8;jun;127;3;130;2;fallido;1
28;soltero;secundaria;0;1363;0;0;9;jun;431;3;102;1;positivo;1
32;soltero;Universidad;0;8866;0;0;9;jun;234;2;83;2;positivo;0
43;divorciado;secundaria;0;3780;1;0;9;jun;67;2;202;3;fallido;1
36;divorciado;Universidad;0;3407;0;0;9;jun;993;4;85;4;positivo;0
41;casado;Universidad;0;254;0;0;9;jun;183;2;294;2;fallido;0
37;casado;secundaria;0;3;1;0;12;jun;105;4;318;6;fallido;1
52;casado;Universidad;0;437;0;0;12;jun;137;3;113;1;NA;1
24;soltero;Universidad;0;1506;0;0;12;jun;239;2;95;4;positivo;0
30;casado;Universidad;0;27;1;0;12;jun;175;2;319;2;NA;1
30;soltero;secundaria;0;601;0;0;12;jun;80;3;105;1;fallido;1
60;casado;secundaria;0;544;0;0;12;jun;95;7;357;2;fallido;0
29;casado;Universidad;0;858;1;0;12;jun;234;7;330;1;fallido;1
30;soltero;secundaria;0;523;0;1;12;jun;136;3;101;1;positivo;1
40;soltero;Universidad;0;10346;0;0;15;jun;491;2;207;1;NA;0
50;casado;Universidad;0;1612;0;0;15;jun;532;2;98;2;NA;0
34;casado;Universidad;0;1539;1;0;15;jun;441;1;56;1;NA;0
33;casado;Universidad;0;1390;0;0;15;jun;92;2;312;2;fallido;1
33;casado;Universidad;0;3335;0;0;15;jun;92;1;301;6;fallido;1
59;casado;secundaria;0;259;0;0;15;jun;415;1;89;1;positivo;0
28;soltero;secundaria;0;102;0;0;15;jun;64;1;89;3;NA;1
31;soltero;secundaria;0;1776;0;0;15;jun;220;1;207;1;NA;0
26;casado;secundaria;0;1595;0;0;15;jun;155;1;105;1;fallido;0
23;soltero;primaria;0;382;0;0;15;jun;74;1;108;1;NA;1
37;soltero;Universidad;0;1000;1;0;15;jun;322;1;90;1;positivo;0
35;soltero;Universidad;0;2015;0;0;15;jun;60;1;390;1;fallido;1
35;soltero;secundaria;0;1701;1;0;15;jun;175;1;67;3;NA;1
39;soltero;secundaria;0;1048;1;0;15;jun;108;1;32;1;fallido;1
35;casado;Universidad;0;2461;0;0;15;jun;205;2;81;4;NA;1
30;soltero;Universidad;0;2;0;0;16;jun;102;1;85;1;fallido;1
48;casado;secundaria;0;1981;1;0;16;jun;404;3;92;5;fallido;1
32;soltero;NA;0;640;0;0;17;jun;49;2;134;1;fallido;1
59;casado;secundaria;0;3735;0;0;17;jun;243;3;91;6;positivo;0
37;casado;Universidad;0;26;0;0;17;jun;151;7;62;4;fallido;1
42;casado;secundaria;0;6526;0;0;18;jun;133;2;399;3;fallido;1
34;casado;Universidad;0;2374;1;1;18;jun;270;2;314;2;fallido;0
26;soltero;secundaria;0;1347;0;0;18;jun;280;6;92;5;NA;0
42;casado;secundaria;0;1539;0;0;19;jun;63;5;211;2;fallido;1
49;soltero;Universidad;0;7443;0;0;19;jun;293;5;211;2;fallido;0
28;soltero;Universidad;0;442;0;0;19;jun;474;3;95;3;NA;0
59;casado;Universidad;0;185;0;0;22;jun;177;5;138;1;fallido;1
55;casado;secundaria;0;9329;0;0;22;jun;136;1;95;1;fallido;1
30;casado;secundaria;0;2326;0;0;22;jun;67;1;108;1;positivo;1
83;casado;primaria;0;425;0;0;22;jun;883;1;140;1;fallido;0
61;casado;Universidad;0;997;0;0;22;jun;269;1;104;1;positivo;0
73;casado;Universidad;0;448;0;0;22;jun;68;1;90;1;positivo;1
26;soltero;secundaria;0;771;0;0;22;jun;113;1;109;1;fallido;1
58;casado;secundaria;0;111;0;0;22;jun;39;1;90;2;fallido;1
37;casado;secundaria;0;2061;1;1;22;jun;459;1;109;3;fallido;0
19;soltero;secundaria;0;1803;0;0;23;jun;124;1;105;1;fallido;1
48;divorciado;secundaria;0;0;1;1;23;jun;248;1;89;1;fallido;1
58;casado;secundaria;0;4348;1;0;23;jun;790;4;141;1;NA;0
52;divorciado;Universidad;0;0;1;1;30;jun;122;1;64;1;fallido;1
33;soltero;Universidad;0;6281;1;0;1;jul;1057;1;393;4;positivo;1
72;casado;Universidad;0;132;0;0;1;jul;260;2;65;1;positivo;0
45;divorciado;NA;0;1823;0;0;2;jul;97;1;377;2;fallido;1
54;casado;NA;0;831;1;1;2;jul;139;1;125;2;NA;1
51;casado;Universidad;0;1801;0;0;2;jul;82;1;77;3;positivo;1
50;divorciado;Universidad;0;405;0;0;2;jul;146;1;91;6;fallido;1
