ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index
CLI5159;M;Si;97;Si;Servicios;+20años;Bajo;1;1927;Baby Boomer;50269;Burgos;0.7395
CLI5160;F;Si;50;Si;Artista;+20años;Bajo;3;1974;Generación X;22203;Lérida;915
CLI5161;F;No;31;No;Ingeniero/Técnicos;<10años;Bajo;1;1993;Millennial;20354;Gerona;1.284
CLI5162;M;Si;63;Si;Artista;+20años;Bajo;1;1961;Baby Boomer;123233;Badajoz;896
CLI5163;M;Si;51;Si;Artista;+20años;Medio;4;1973;Generación X;29424;Gerona;876
CLI5164;M;Si;94;Si;Ejecutivo;+20años;Alto;2;1930;Baby Boomer;44419;Baleares;1.072
CLI5165;F;No;39;No;Otros;10-20años;Bajo;1;1985;Millennial;24785;Castellón;1.123
CLI5166;F;No;44;No;Ingeniero/Técnicos;+20años;Bajo;3;1980;Generación X;45209;Santa Cruz de Tenerife;2.043
CLI5167;M;Si;42;Si;Artista;+20años;Bajo;1;1982;Millennial;104130;Huesca;0.916
CLI5168;F;No;20;No;Funcionario;<10años;Bajo;3;2004;Millennial;16716;Burgos;1.581
CLI5169;M;No;34;Si;Médico;10-20años;Bajo;1;1990;Millennial;25030;Castellón;1.652
CLI5170;F;Si;53;Si;Artista;+20años;Medio;3;1971;Generación X;41021;Málaga;1.619
CLI5171;F;Si;64;Si;Ingeniero/Técnicos;+20años;Medio;1;1960;Baby Boomer;106524;Toledo;0.935
CLI5172;M;No;34;No;Médico;10-20años;Bajo;2;1990;Millennial;22606;Barcelona;0.87
CLI5173;M;Si;51;No;Otros;+20años;Medio;4;1973;Generación X;98403;Guipúzcoa;1.033
CLI5174;F;No;34;No;Ingeniero/Técnicos;10-20años;Bajo;2;1990;Millennial;30974;La Rioja;1.537
CLI5175;M;No;34;Si;Funcionario;10-20años;Bajo;4;1990;Millennial;23403;Pontevedra;1.307
CLI5176;F;No;35;Si;Construcción;10-20años;Bajo;1;1989;Millennial;19464;Teruel;1.169
CLI5177;F;No;89;Si;Servicios;+20años;Bajo;1;1935;Baby Boomer;127007;Badajoz;0.6222
CLI5178;M;Si;73;Si;Servicios;+20años;Alto;2;1951;Generación Silenciosa;49840;Badajoz;1.150
CLI5179;F;No;24;No;Médico;<10años;Bajo;2;2000;Millennial;22967;Teruel;12.015
CLI5180;M;Si;56;Si;Otros;+20años;Bajo;2;1968;Generación X;49373;Álava;915
CLI5181;M;No;24;No;Funcionario;<10años;Bajo;1;2000;Millennial;18432;León;2.685
CLI5182;F;No;36;Si;Ingeniero/Técnicos;10-20años;Bajo;6;1988;Millennial;30512;Salamanca;1.514
CLI5183;F;No;32;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1992;Millennial;29093;Segovia;1.606
CLI5184;F;Si;45;Si;Artista;+20años;Alto;2;1979;Generación X;78955;Salamanca;1.054
CLI5185;F;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;14303;Málaga;1.926
CLI5186;F;No;53;Si;Servicios;+20años;Bajo;1;1971;Generación X;81032;Tarragona;0.7004
CLI5187;M;Si;86;No;Ejecutivo;+20años;Alto;2;1938;Baby Boomer;70439;Las Palmas;1.600
CLI5188;M;No;28;Si;Funcionario;<10años;Bajo;3;1996;Millennial;19252;Zamora;2.444
CLI5189;M;Si;51;Si;Artista;+20años;Medio;2;1973;Generación X;116511;Lérida;11.305
CLI5190;M;Si;58;Si;Otros;+20años;Bajo;2;1966;Generación X;91773;Almería;0.71995
CLI5191;M;Si;62;;Artista;+20años;Medio;3;1962;Baby Boomer;104370;La Rioja;0.56355
CLI5192;M;Si;52;Si;Artista;+20años;Bajo;1;1972;Generación X;68642;Lérida;0.60265
CLI5193;F;Si;44;No;Construcción;+20años;Bajo;1;1980;Generación X;30704;Zamora;0.939
CLI5194;M;No;30;No;Artista;<10años;Bajo;4;1994;Millennial;24426;Málaga;0.709
CLI5195;M;No;20;No;Funcionario;<10años;Bajo;1;2004;Millennial;16900;Murcia;2.409
CLI5196;M;Si;45;Si;Servicios;+20años;Medio;4;1979;Generación X;74853;Sevilla;0.755
CLI5197;F;Si;34;No;Ingeniero/Técnicos;10-20años;Alto;4;1990;Millennial;31387;Huesca;1.399
CLI5198;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;85334;Ávila;1.514
CLI5199;M;Si;52;Si;Artista;+20años;Bajo;2;1972;Generación X;91220;Cádiz;1.697
CLI5200;F;No;47;No;Ingeniero/Técnicos;+20años;Bajo;1;1977;Generación X;77018;Valladolid;0.6222
CLI5201;M;Si;89;Si;Otros;+20años;Bajo;1;1935;Baby Boomer;74266;Gerona;0.8177
CLI5202;M;Si;68;Si;Ejecutivo;+20años;Alto;4;1956;Generación Silenciosa;114827;Tarragona;857
CLI5203;M;Si;56;Si;Artista;+20años;Medio;2;1968;Generación X;27875;Lérida;0.5831
CLI5204;M;No;22;No;Funcionario;<10años;Bajo;5;2002;Millennial;20677;Jaén;3.065
CLI5205;M;No;46;Si;Médico;+20años;Bajo;1;1978;Generación X;114206;León;1.678
CLI5206;F;No;36;No;Médico;10-20años;Bajo;4;1988;Millennial;23525;Ciudad Real;1.169
CLI5207;F;Si;65;Si;Artista;+20años;Medio;2;1959;Baby Boomer;94489;Zamora;1.287
CLI5208;M;Si;40;Si;Funcionario;10-20años;Alto;2;1984;Millennial;126332;Burgos;1.491
CLI5209;M;Si;61;Si;Ejecutivo;+20años;Alto;3;1963;Baby Boomer;116497;Badajoz;1.013
CLI5210;M;Si;65;No;Otros;+20años;Bajo;2;1959;Baby Boomer;100155;Salamanca;0.79815
CLI5211;F;No;43;Si;Artista;+20años;Bajo;3;1981;Millennial;54160;Santa Cruz de Tenerife;0.686
CLI5212;F;No;43;Si;Ingeniero/Técnicos;+20años;Bajo;4;1981;Millennial;60798;Alicante;1.882
CLI5213;M;Si;58;No;Ejecutivo;+20años;Alto;4;1966;Generación X;37684;Ávila;1.326
CLI5214;F;No;35;No;Construcción;10-20años;Bajo;1;1989;Millennial;21304;Guipúzcoa;1.928
CLI5215;M;Si;39;Si;Funcionario;10-20años;Alto;4;1985;Millennial;19594;Guadalajara;1.698
CLI5216;M;Si;44;Si;Artista;+20años;Medio;4;1980;Generación X;101684;Guadalajara;2.02
CLI5217;M;Si;66;Si;Otros;+20años;Bajo;3;1958;Baby Boomer;89754;Orense;1.287
CLI5218;F;No;41;Si;Artista;10-20años;Bajo;4;1983;Millennial;91401;Cáceres;1.583
CLI5219;M;;57;Si;Artista;+20años;Bajo;4;1967;Generación X;63532;Las Palmas;1.170
CLI5220;F;Si;39;Si;Ingeniero/Técnicos;10-20años;Medio;2;1985;Millennial;29676;Vizcaya;1.215
CLI5221;F;No;30;No;Ingeniero/Técnicos;<10años;Bajo;1;1994;Millennial;29128;Málaga;1.33
CLI5222;F;Si;31;Si;Artista;<10años;Bajo;4;1993;Millennial;29447;Valencia;1.33
CLI5223;M;Si;94;No;Ejecutivo;+20años;Alto;2;1930;Baby Boomer;56989;Las Palmas;1.189
CLI5224;M;No;32;Si;Artista;10-20años;Bajo;2;1992;Millennial;28124;Lérida;1.859
CLI5225;M;Si;86;Si;Servicios;+20años;Bajo;2;1938;Baby Boomer;117157;Badajoz;1.639
CLI5226;F;Si;56;Si;Artista;+20años;Alto;2;1968;Generación X;28380;Pontevedra;1.267
CLI5227;F;No;36;No;Funcionario;10-20años;Bajo;5;1988;Millennial;26237;Huesca;1.514
CLI5228;M;Si;32;Si;Funcionario;10-20años;Bajo;2;1992;Millennial;20196;Teruel;1.445
CLI5229;F;No;32;No;Funcionario;10-20años;Bajo;3;1992;Millennial;30604;Murcia;0.962
CLI5230;M;Si;80;Si;Ejecutivo;+20años;Alto;2;1944;Baby Boomer;75080;Zamora;1.482
CLI5231;F;No;47;Si;Construcción;+20años;Bajo;1;1977;Generación X;39262;La Coruña;0.56355
CLI5232;F;No;36;No;Otros;10-20años;Bajo;5;1988;Millennial;24539;Barcelona;1.951
CLI5233;F;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;23902;Cáceres;14.775
CLI5234;M;Si;62;Si;Ejecutivo;+20años;Alto;1;1962;Baby Boomer;39288;Lugo;1.306
CLI5235;F;Si;72;No;Ingeniero/Técnicos;+20años;Medio;3;1952;Baby Boomer;100401;La Rioja;1.111
CLI5236;F;Si;45;Si;Artista;+20años;Medio;2;1979;Generación X;49640;Santa Cruz de Tenerife;1.606
CLI5237;M;Si;64;Si;Artista;+20años;Medio;2;1960;Baby Boomer;91051;Murcia;1.424
CLI5238;F;Si;53;Si;Artista;+20años;Medio;2;1971;Generación X;53711;Albacete;1.678
CLI5239;F;No;40;Si;Ingeniero/Técnicos;10-20años;Bajo;5;1984;Millennial;50622;Soria;0.893
CLI5240;M;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;88874;Gerona;1.146
CLI5241;M;No;25;No;Médico;<10años;Bajo;3;1999;Millennial;30840;Huesca;1.65
CLI5242;F;Si;75;No;Artista;+20años;Medio;3;1949;Baby Boomer;25504;León;1.619
CLI5243;F;Si;30;Si;Ingeniero/Técnicos;<10años;Bajo;2;1994;Millennial;29464;Murcia;1.606
CLI5244;F;Si;46;No;Negocios/empresa;+20años;Medio;2;1978;Generación X;25287;Gerona;1.365
CLI5245;M;Si;32;No;Médico;10-20años;Bajo;2;1992;Millennial;24285;Zaragoza;1.376
CLI5246;F;No;34;Si;Médico;10-20años;Bajo;3;1990;Millennial;29456;Segovia;1.399
CLI5247;F;No;50;Si;Construcción;+20años;Bajo;1;1974;Generación X;54344;Zamora;1.033
CLI5248;M;Si;55;Si;Médico;+20años;Bajo;3;1969;Generación X;37607;Huelva;1.502
CLI5249;M;No;46;Si;Artista;+20años;Bajo;1;1978;Generación X;117849;Almería;0.5831
CLI5250;F;No;61;Si;Artista;+20años;Bajo;1;1963;Baby Boomer;46173;Zamora;1.306
CLI5251;F;No;47;Si;Ingeniero/Técnicos;+20años;Bajo;2;1977;Generación X;86008;Ávila;1.209
CLI5252;M;No;33;Si;Funcionario;10-20años;Bajo;1;1991;Millennial;31999;Málaga;1.261
CLI5253;M;No;35;No;Médico;10-20años;Bajo;1;1989;Millennial;22426;Gerona;1.468
CLI5254;F;No;30;Si;Artista;<10años;Bajo;5;1994;Millennial;19854;Gerona;1.238
CLI5255;M;No;36;Si;Otros;10-20años;Bajo;1;1988;Millennial;18461;Madrid;1.422
CLI5256;M;Si;56;No;Ejecutivo;+20años;Alto;4;1968;Generación X;124675;Lérida;11.305
CLI5257;M;No;34;No;Otros;10-20años;Bajo;4;1990;Millennial;27142;Barcelona;1.905
CLI5258;M;Si;34;No;Ejecutivo;10-20años;Alto;3;1990;Millennial;24533;Álava;1.652
CLI5259;F;No;40;Si;Artista;10-20años;Bajo;2;1984;Millennial;38399;Palencia;1.675
CLI5260;M;Si;77;Si;Otros;+20años;Bajo;1;1947;Baby Boomer;85642;Santa Cruz de Tenerife;1.365
CLI5261;M;Si;41;;Servicios;10-20años;Alto;5;1983;Millennial;43813;Jaén;1.238
CLI5262;F;Si;57;Si;Ingeniero/Técnicos;+20años;Bajo;3;1967;Generación X;65044;Granada;0.935
CLI5263;F;No;31;Si;Funcionario;<10años;Bajo;3;1993;Millennial;19525;Orense;1.514
CLI5264;M;Si;46;Si;Otros;+20años;Bajo;5;1978;Generación X;127252;Cuenca;1.111
CLI5265;M;Si;57;Si;Artista;+20años;Medio;4;1967;Generación X;40316;Vizcaya;0.6222
CLI5266;M;No;32;No;Médico;10-20años;Bajo;3;1992;Millennial;24028;Málaga;1.468
CLI5267;F;Si;67;Si;Artista;+20años;Medio;4;1957;Baby Boomer;27557;Melilla;1.091
CLI5268;F;Si;42;;Ingeniero/Técnicos;+20años;Bajo;2;1982;Millennial;82723;Zaragoza;1.008
CLI5269;F;No;33;Si;Funcionario;10-20años;Bajo;1;1991;Millennial;25609;Huelva;0.801
CLI5270;M;Si;43;Si;Ejecutivo;+20años;Alto;3;1981;Millennial;39758;Huelva;0.709
CLI5271;F;Si;81;No;Servicios;+20años;Alto;2;1943;Baby Boomer;98751;Toledo;1.091
CLI5272;F;Si;52;Si;Otros;+20años;Medio;2;1972;Generación X;30144;Segovia;0.71995
CLI5273;M;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;97462;Ciudad Real;1.031
CLI5274;F;No;44;Si;Funcionario;+20años;Bajo;1;1980;Generación X;71413;Granada;1.997
CLI5275;M;Si;53;Si;Ejecutivo;+20años;Bajo;2;1971;Generación X;78000;Pontevedra;1.346
CLI5276;F;Si;44;Si;Artista;+20años;Bajo;2;1980;Generación X;71080;Vizcaya;1.698
CLI5277;M;No;42;Si;Servicios;+20años;Bajo;2;1982;Millennial;32882;León;0.686
CLI5278;M;No;69;Si;Médico;+20años;Bajo;1;1955;Baby Boomer;76570;Lugo;1.189
CLI5279;M;Si;64;No;Artista;+20años;Alto;3;1960;Baby Boomer;80928;La Coruña;1.189
CLI5280;F;Si;56;Si;Ingeniero/Técnicos;+20años;Alto;3;1968;Generación X;28785;Murcia;1.326
CLI5281;F;Si;42;Si;Artista;+20años;Bajo;2;1982;Millennial;48854;Barcelona;1.767
CLI5282;F;No;29;No;Otros;<10años;Bajo;8;1995;Millennial;29269;Valencia;2.547
CLI5283;M;Si;66;Si;Artista;+20años;Medio;3;1958;Baby Boomer;50963;Soria;857
CLI5284;M;Si;56;Si;Otros;+20años;Bajo;3;1968;Generación X;69559;Sevilla;974
CLI5285;F;Si;62;No;Artista;+20años;Medio;3;1962;Baby Boomer;25158;Toledo;896
CLI5286;F;No;28;Si;Médico;<10años;Bajo;1;1996;Millennial;30272;Lugo;2.064
CLI5287;M;No;47;No;Artista;+20años;Bajo;2;1977;Generación X;114820;Huesca;0.56355
CLI5288;M;Si;80;Si;Artista;+20años;Bajo;2;1944;Baby Boomer;94551;Cádiz;1.111
CLI5289;M;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;21892;Guipúzcoa;2.720
CLI5290;M;Si;73;Si;Servicios;+20años;Alto;2;1951;Baby Boomer;41563;Vizcaya;1.326
CLI5291;F;Si;58;No;Ingeniero/Técnicos;+20años;Medio;2;1966;Generación X;75945;Huelva;1.248
CLI5292;M;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;14099;Tarragona;14.775
CLI5293;F;Si;50;Si;Artista;+20años;Alto;4;1974;Generación X;22888;Ciudad Real;1.170
CLI5294;M;Si;63;Si;Otros;+20años;Bajo;1;1961;Baby Boomer;91241;Almería;1.737
CLI5295;F;No;39;Si;Médico;10-20años;Bajo;4;1985;Millennial;19777;Palencia;0.916
CLI5296;M;Si;44;Si;Ejecutivo;+20años;Alto;4;1980;Generación X;48923;Pontevedra;1.905
CLI5297;M;Si;39;Si;Artista;10-20años;Alto;2;1985;Millennial;26573;Cuenca;1.813
CLI5298;M;Si;44;Si;Otros;+20años;Bajo;1;1980;Generación X;112008;Valladolid;1.215
CLI5299;M;Si;55;Si;Artista;+20años;Bajo;1;1969;Generación X;114055;Cádiz;876
CLI5300;F;Si;47;No;Otros;+20años;Medio;5;1977;Generación X;129170;Cádiz;1.228
CLI5301;F;Si;54;Si;Artista;+20años;Bajo;4;1970;Generación X;27896;Pontevedra;0.7786
CLI5302;F;Si;41;Si;Artista;10-20años;Bajo;2;1983;Millennial;100581;Teruel;1.606
CLI5303;M;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;93469;Gerona;2.043
CLI5304;M;No;45;Si;Médico;+20años;Bajo;1;1979;Generación X;82071;Málaga;1.744
CLI5305;F;Si;43;Si;Artista;+20años;Medio;4;1981;Millennial;128326;Cáceres;2.043
CLI5306;F;No;28;No;Médico;<10años;Bajo;4;1996;Millennial;26108;Zamora;2.789
CLI5307;F;No;35;No;Otros;10-20años;Bajo;2;1989;Millennial;27394;Barcelona;0.847
CLI5308;F;No;43;Si;Construcción;+20años;Bajo;6;1981;Millennial;87576;Guipúzcoa;0.87
CLI5309;F;Si;42;Si;Funcionario;+20años;Medio;3;1982;Millennial;83281;Álava;1.33
CLI5310;F;No;28;Si;Médico;<10años;Bajo;4;1996;Millennial;31333;Cáceres;2.789
CLI5311;F;Si;67;No;Ingeniero/Técnicos;+20años;Bajo;1;1957;Baby Boomer;88696;La Rioja;955
CLI5312;F;No;34;Si;Construcción;10-20años;Bajo;1;1990;Millennial;30642;Las Palmas;1.514
CLI5313;M;Si;79;Si;Artista;+20años;Bajo;1;1945;Baby Boomer;67804;La Coruña;0.6222
CLI5314;F;Si;66;Si;Artista;+20años;Alto;2;1958;Generación Silenciosa;29949;Almería;1.697
CLI5315;F;No;29;No;Construcción;<10años;Bajo;1;1995;Millennial;27683;Ávila;13.395
CLI5316;M;Si;56;Si;Médico;+20años;Alto;5;1968;Generación X;103353;Santa Cruz de Tenerife;1.072
CLI5317;M;Si;62;No;Servicios;+20años;Bajo;2;1962;Baby Boomer;123287;Cádiz;1.209
CLI5318;M;Si;39;;Otros;10-20años;Alto;2;1985;Millennial;31787;Jaén;2.066
CLI5319;M;Si;61;Si;Otros;+20años;Bajo;1;1963;Baby Boomer;23921;Lérida;1.170
CLI5320;F;Si;43;Si;Artista;+20años;Alto;2;1981;Millennial;82765;Cuenca;1.859
CLI5321;F;Si;46;Si;Ingeniero/Técnicos;+20años;Bajo;1;1978;Generación X;128348;Burgos;1.385
CLI5322;F;Si;66;Si;Artista;+20años;Medio;6;1958;Baby Boomer;41594;Barcelona;1.717
CLI5323;M;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;82951;Las Palmas;1.836
CLI5324;M;Si;28;Si;Médico;<10años;Medio;2;1996;Millennial;23232;Córdoba;1.65
CLI5325;M;No;28;No;Funcionario;<10años;Bajo;3;1996;Millennial;18150;Burgos;2.754
CLI5326;M;No;32;No;Médico;10-20años;Bajo;5;1992;Millennial;24038;Jaén;0.824
CLI5327;F;No;30;No;Funcionario;<10años;Bajo;5;1994;Millennial;29875;Melilla;1.56
CLI5328;M;Si;57;Si;Artista;+20años;Bajo;1;1967;Generación X;119673;Toledo;857
CLI5329;M;Si;40;No;Otros;10-20años;Bajo;2;1984;Millennial;54107;Valencia;1.56
CLI5330;M;Si;45;Si;Artista;+20años;Alto;4;1979;Generación X;21428;Lérida;1.376
CLI5331;M;No;34;No;Ingeniero/Técnicos;10-20años;Bajo;2;1990;Millennial;23675;Madrid;0.916
CLI5332;M;Si;50;Si;Otros;+20años;Medio;4;1974;Generación X;39097;Lérida;1.013
CLI5333;F;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;28907;Madrid;1.882
CLI5334;M;Si;61;Si;Ingeniero/Técnicos;+20años;Medio;3;1963;Baby Boomer;100026;Melilla;1.717
CLI5335;M;No;31;Si;Funcionario;<10años;Bajo;3;1993;Millennial;24212;Jaén;2.043
CLI5336;F;Si;77;Si;Artista;+20años;Alto;2;1947;Baby Boomer;125793;Soria;0.6222
CLI5337;M;Si;90;Si;Servicios;+20años;Bajo;1;1934;Baby Boomer;27552;Guipúzcoa;1.170
CLI5338;F;No;29;No;Ingeniero/Técnicos;<10años;Bajo;7;1995;Millennial;25574;La Coruña;2.202
CLI5339;M;No;24;No;Ingeniero/Técnicos;<10años;Bajo;4;2000;Millennial;14856;Toledo;1.754
CLI5340;F;;32;No;Otros;10-20años;Alto;1;1992;Millennial;21682;Pontevedra;1.583
CLI5341;F;Si;53;Si;Otros;+20años;Bajo;1;1971;Generación X;80828;Palencia;915
CLI5342;M;Si;53;Si;Otros;+20años;Bajo;2;1971;Generación X;27781;Zaragoza;857
CLI5343;M;No;35;Si;Funcionario;10-20años;Bajo;4;1989;Millennial;24756;Madrid;0.755
CLI5344;M;No;32;No;Funcionario;10-20años;Bajo;5;1992;Millennial;30803;Tarragona;1.031
CLI5345;M;No;39;Si;Artista;10-20años;Bajo;3;1985;Millennial;24807;Santa Cruz de Tenerife;1.997
CLI5346;M;Si;43;No;Otros;+20años;Medio;4;1981;Millennial;123160;Madrid;0.663
CLI5347;F;No;29;No;Artista;<10años;Bajo;2;1995;Millennial;19994;León;2.306
CLI5348;M;No;22;No;Funcionario;<10años;Bajo;4;2002;Millennial;19444;Valladolid;12.015
CLI5349;F;No;39;Si;Negocios/empresa;10-20años;Bajo;1;1985;Millennial;25968;Tarragona;1.284
CLI5350;M;No;20;No;Funcionario;<10años;Bajo;3;2004;Millennial;19482;Almería;2.513
CLI5351;F;Si;62;Si;Artista;+20años;Alto;2;1962;Baby Boomer;46206;Guadalajara;1.697
CLI5352;M;No;44;No;Construcción;+20años;Bajo;1;1980;Generación X;112378;Navarra;0.962
CLI5353;F;No;41;No;Ingeniero/Técnicos;10-20años;Bajo;1;1983;Millennial;86873;Zaragoza;0.709
CLI5354;F;Si;63;Si;Artista;+20años;Alto;3;1961;Baby Boomer;121358;Huesca;1.248
CLI5355;M;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;26011;Las Palmas;2.961
CLI5356;M;Si;57;Si;Artista;+20años;Bajo;1;1967;Generación X;23032;León;1.326
CLI5357;F;Si;50;No;Ingeniero/Técnicos;+20años;Medio;7;1974;Generación X;63813;Baleares;1.111
CLI5358;M;No;22;No;Funcionario;<10años;Bajo;4;2002;Millennial;20931;Ciudad Real;2.168
CLI5359;F;No;22;No;Funcionario;<10años;Bajo;6;2002;Millennial;22186;Pontevedra;1.788
CLI5360;M;Si;67;Si;Funcionario;+20años;Medio;7;1957;Baby Boomer;97069;Soria;1.639
CLI5361;M;No;25;No;Médico;<10años;Bajo;4;1999;Millennial;30362;Teruel;2.444
CLI5362;F;No;57;Si;Artista;+20años;Bajo;2;1967;Generación X;66431;Tarragona;1.228
CLI5363;M;Si;28;Si;Funcionario;<10años;Bajo;2;1996;Millennial;21516;Huelva;2.996
CLI5364;M;No;23;No;Funcionario;<10años;Bajo;6;2001;Millennial;23349;Ávila;1.029
CLI5365;M;Si;65;Si;Artista;+20años;Medio;6;1959;Baby Boomer;125789;Jaén;1.267
CLI5366;F;No;41;Si;Negocios/empresa;10-20años;Bajo;3;1983;Millennial;104589;Palencia;1.974
CLI5367;F;Si;79;Si;Servicios;+20años;Alto;2;1945;Baby Boomer;22861;Valencia;0.71995
CLI5368;M;Si;55;Si;Artista;+20años;Bajo;1;1969;Generación X;74949;León;1.697
CLI5369;M;No;21;No;Funcionario;<10años;Bajo;1;2003;Millennial;18886;Teruel;3.03
CLI5370;M;No;22;No;Funcionario;<10años;Bajo;8;2002;Millennial;14106;Salamanca;3.065
CLI5371;F;Si;35;No;Artista;10-20años;Medio;4;1989;Millennial;20026;Cuenca;1.721
CLI5372;F;No;40;No;Médico;10-20años;Bajo;2;1984;Millennial;66296;Burgos;1.836
CLI5373;F;Si;32;No;Médico;10-20años;Medio;2;1992;Millennial;19656;Teruel;1.951
CLI5374;M;Si;28;No;Otros;<10años;Medio;1;1996;Millennial;26473;La Rioja;1.995
CLI5375;F;No;24;;Funcionario;<10años;Bajo;4;2000;Millennial;14422;Guipúzcoa;1.823
CLI5376;M;Si;73;Si;Artista;+20años;Bajo;1;1951;Baby Boomer;101380;Pontevedra;876
CLI5377;M;Si;55;Si;Artista;+20años;Bajo;4;1969;Generación X;77797;Burgos;1.404
CLI5378;M;;58;Si;Artista;+20años;Medio;3;1966;Generación X;56593;Ceuta;0.6222
CLI5379;M;No;43;Si;Otros;+20años;Bajo;2;1981;Millennial;68196;Las Palmas;1.79
CLI5380;M;Si;66;Si;Artista;+20años;Bajo;2;1958;Baby Boomer;75607;Soria;1.737
CLI5381;M;Si;77;Si;Otros;+20años;Medio;2;1947;Baby Boomer;112597;Soria;0.64175
CLI5382;M;No;20;No;Médico;<10años;Bajo;3;2004;Millennial;13675;Álava;14.775
CLI5383;F;No;36;Si;Ingeniero/Técnicos;10-20años;Bajo;2;1988;Millennial;20606;Cáceres;1.767
CLI5384;M;No;58;Si;Artista;+20años;Bajo;2;1966;Generación X;78838;Zaragoza;876
CLI5385;M;Si;30;Si;Artista;<10años;Medio;3;1994;Millennial;29439;Alicante;1.767
CLI5386;M;Si;75;Si;Servicios;+20años;Bajo;2;1949;Baby Boomer;118579;Santa Cruz de Tenerife;1.072
CLI5387;F;No;30;Si;Artista;<10años;Bajo;3;1994;Millennial;27296;Teruel;1.928
CLI5388;M;Si;41;Si;Artista;10-20años;Medio;2;1983;Millennial;36817;Zaragoza;1.1
CLI5389;M;Si;46;Si;Artista;+20años;Medio;4;1978;Generación X;93937;Gerona;1.561
CLI5390;M;No;35;No;Artista;10-20años;Bajo;7;1989;Millennial;29863;Cádiz;0.824
CLI5391;F;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;1;1993;Millennial;26423;Gerona;1.859
CLI5392;M;No;34;No;Funcionario;10-20años;Bajo;4;1990;Millennial;23853;Guipúzcoa;1.422
CLI5393;M;Si;97;No;Servicios;+20años;Bajo;1;1927;Baby Boomer;107917;Burgos;1.600
CLI5394;M;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;25082;La Rioja;1.261
CLI5395;M;No;40;No;Funcionario;10-20años;Bajo;4;1984;Millennial;24595;Orense;0.778
CLI5396;M;Si;36;No;Construcción;10-20años;Medio;2;1988;Millennial;30740;Valencia;1.997
CLI5397;F;No;44;Si;Construcción;+20años;Bajo;1;1980;Generación X;82222;Zaragoza;0.778
CLI5398;M;Si;28;Si;Otros;<10años;Alto;2;1996;Millennial;24537;Zamora;2.961
CLI5399;M;Si;74;Si;Artista;+20años;Medio;2;1950;Baby Boomer;24370;Madrid;0.75905
CLI5400;F;;20;No;Funcionario;<10años;Medio;3;2004;Millennial;21160;La Rioja;1.443
CLI5401;F;Si;68;No;Ingeniero/Técnicos;+20años;Alto;2;1956;Baby Boomer;49032;Palencia;0.60265
CLI5402;F;No;23;No;Funcionario;<10años;Bajo;2;2001;Millennial;22569;Gerona;1.926
CLI5403;F;No;31;No;Funcionario;<10años;Bajo;4;1993;Millennial;26842;Madrid;1.192
CLI5404;F;No;40;No;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;112972;Málaga;1.537
CLI5405;M;No;30;No;Médico;<10años;Bajo;3;1994;Millennial;18397;Almería;2.043
CLI5406;F;Si;40;Si;Otros;10-20años;Medio;4;1984;Millennial;119445;Madrid;1.905
CLI5407;M;Si;58;No;Ejecutivo;+20años;Medio;4;1966;Generación X;27625;Lugo;876
CLI5408;F;No;33;Si;Médico;10-20años;Bajo;5;1991;Millennial;22541;Baleares;1.445
CLI5409;F;Si;58;Si;Artista;+20años;Medio;3;1966;Generación X;59969;Toledo;1.267
CLI5410;F;No;36;No;Médico;10-20años;Bajo;3;1988;Millennial;23566;Albacete;0.962
CLI5411;F;No;40;Si;Negocios/empresa;10-20años;Bajo;3;1984;Millennial;58133;Melilla;1.077
CLI5412;F;Si;58;No;Ingeniero/Técnicos;+20años;Bajo;3;1966;Generación X;80415;Salamanca;1.619
CLI5413;M;No;32;No;Médico;10-20años;Bajo;4;1992;Millennial;30842;Las Palmas;1.123
CLI5414;F;No;31;No;Ingeniero/Técnicos;<10años;Bajo;8;1993;Millennial;18327;Alicante;1.813
CLI5415;M;Si;52;Si;Artista;+20años;Bajo;1;1972;Generación X;95960;Zaragoza;1.639
CLI5416;M;No;25;No;Servicios;<10años;Bajo;4;1999;Millennial;29372;León;1.616
CLI5417;F;Si;39;Si;Otros;10-20años;Bajo;4;1985;Millennial;27796;Madrid;1.79
CLI5418;M;Si;96;Si;Servicios;+20años;Bajo;1;1928;Baby Boomer;49760;Valladolid;955
CLI5419;M;Si;62;Si;Artista;+20años;Medio;4;1962;Generación Silenciosa;86095;Cádiz;0.56355
